Disease,YEAR,CASRN,ChemicalName,variable,value
Multiple Sclerosis,2012,110488-70-5,Dimethomorph,Massachusetts,0
Multiple Sclerosis,2013,110488-70-5,Dimethomorph,Massachusetts,0.00644792435802773
Multiple Sclerosis,2014,110488-70-5,Dimethomorph,Massachusetts,0.0577749405201411
Multiple Sclerosis,2015,110488-70-5,Dimethomorph,Massachusetts,0.0411744195586184
Multiple Sclerosis,2016,110488-70-5,Dimethomorph,Massachusetts,0.0128702108458446
Multiple Sclerosis,2017,110488-70-5,Dimethomorph,Massachusetts,0
Multiple Sclerosis,2018,110488-70-5,Dimethomorph,Massachusetts,0
Multiple Sclerosis,2003,156052-68-5,Zoxamide,Massachusetts,0.00751189597177783
Multiple Sclerosis,2004,156052-68-5,Zoxamide,Massachusetts,0.0117549634916728
Multiple Sclerosis,2005,156052-68-5,Zoxamide,Massachusetts,0.000628127820165723
Multiple Sclerosis,2006,156052-68-5,Zoxamide,Massachusetts,0.00308295389285421
Multiple Sclerosis,2007,156052-68-5,Zoxamide,Massachusetts,0
Multiple Sclerosis,2008,156052-68-5,Zoxamide,Massachusetts,0
Multiple Sclerosis,2009,156052-68-5,Zoxamide,Massachusetts,0.0060954036426286
Multiple Sclerosis,2010,156052-68-5,Zoxamide,Massachusetts,0
Multiple Sclerosis,2011,156052-68-5,Zoxamide,Massachusetts,0.034764952005907
Multiple Sclerosis,2012,156052-68-5,Zoxamide,Massachusetts,0
Multiple Sclerosis,2013,156052-68-5,Zoxamide,Massachusetts,0
Multiple Sclerosis,2014,156052-68-5,Zoxamide,Massachusetts,0.0131137706128476
Multiple Sclerosis,2015,156052-68-5,Zoxamide,Massachusetts,0.0116331836081713
Multiple Sclerosis,2016,156052-68-5,Zoxamide,Massachusetts,0.00393541307736484
Multiple Sclerosis,2017,156052-68-5,Zoxamide,Massachusetts,0.0104602510460251
Multiple Sclerosis,2018,156052-68-5,Zoxamide,Massachusetts,0.0201385470506194
Multiple Sclerosis,1995,68694-11-1,Triflumizole,Massachusetts,0
Multiple Sclerosis,1996,68694-11-1,Triflumizole,Massachusetts,0
Multiple Sclerosis,1997,68694-11-1,Triflumizole,Massachusetts,0
Multiple Sclerosis,1998,68694-11-1,Triflumizole,Massachusetts,0.0475710681762245
Multiple Sclerosis,1999,68694-11-1,Triflumizole,Massachusetts,0.134483448190992
Multiple Sclerosis,2000,68694-11-1,Triflumizole,Massachusetts,0.0293809992616293
Multiple Sclerosis,2001,68694-11-1,Triflumizole,Massachusetts,0.0069350438920338
Multiple Sclerosis,2002,68694-11-1,Triflumizole,Massachusetts,0.0282272951021413
Multiple Sclerosis,2003,68694-11-1,Triflumizole,Massachusetts,0.00153827221265075
Multiple Sclerosis,2004,68694-11-1,Triflumizole,Massachusetts,0.00158313848551973
Multiple Sclerosis,2005,68694-11-1,Triflumizole,Massachusetts,0
Multiple Sclerosis,2006,68694-11-1,Triflumizole,Massachusetts,0.018882291410288
Multiple Sclerosis,2007,68694-11-1,Triflumizole,Massachusetts,0.0129471244564772
Multiple Sclerosis,2008,68694-11-1,Triflumizole,Massachusetts,0.00308936336040692
Multiple Sclerosis,2009,68694-11-1,Triflumizole,Massachusetts,0.00128189351054229
Multiple Sclerosis,2010,68694-11-1,Triflumizole,Massachusetts,0.0129214865862663
Multiple Sclerosis,2011,68694-11-1,Triflumizole,Massachusetts,0
Multiple Sclerosis,2012,68694-11-1,Triflumizole,Massachusetts,0.00399950775289195
Multiple Sclerosis,2013,68694-11-1,Triflumizole,Massachusetts,0.00780673147920256
Multiple Sclerosis,2014,68694-11-1,Triflumizole,Massachusetts,0.00146135860201821
Multiple Sclerosis,2015,68694-11-1,Triflumizole,Massachusetts,0.00193565920091886
Multiple Sclerosis,2016,68694-11-1,Triflumizole,Massachusetts,0
Multiple Sclerosis,2017,68694-11-1,Triflumizole,Massachusetts,0
Multiple Sclerosis,2018,68694-11-1,Triflumizole,Massachusetts,0
Multiple Sclerosis,1992,9006-42-2,Polymarcine,Massachusetts,0.559392690130446
Multiple Sclerosis,1993,9006-42-2,Polymarcine,Massachusetts,1.38195811797522
Multiple Sclerosis,1994,9006-42-2,Polymarcine,Massachusetts,0.32689566412339
Multiple Sclerosis,1995,9006-42-2,Polymarcine,Massachusetts,2.58150278940028
Multiple Sclerosis,1996,9006-42-2,Polymarcine,Massachusetts,0.144116877922717
Multiple Sclerosis,1997,9006-42-2,Polymarcine,Massachusetts,0.112633573303799
Multiple Sclerosis,1998,9006-42-2,Polymarcine,Massachusetts,0.176074483140537
Multiple Sclerosis,1999,9006-42-2,Polymarcine,Massachusetts,0.230067837804578
Multiple Sclerosis,2000,9006-42-2,Polymarcine,Massachusetts,0.222402114611535
Multiple Sclerosis,2001,9006-42-2,Polymarcine,Massachusetts,0.347931536631389
Multiple Sclerosis,2002,9006-42-2,Polymarcine,Massachusetts,0.468532078103208
Multiple Sclerosis,2003,9006-42-2,Polymarcine,Massachusetts,0.114832020674379
Multiple Sclerosis,2004,9006-42-2,Polymarcine,Massachusetts,0.293906134629584
Multiple Sclerosis,2005,9006-42-2,Polymarcine,Massachusetts,1.17669491959964
Multiple Sclerosis,2006,9006-42-2,Polymarcine,Massachusetts,0.196437361555501
Multiple Sclerosis,2007,9006-42-2,Polymarcine,Massachusetts,1.1813225551727
Multiple Sclerosis,2008,9006-42-2,Polymarcine,Massachusetts,1.10039020838461
Multiple Sclerosis,2009,9006-42-2,Polymarcine,Massachusetts,0.57370503117565
Multiple Sclerosis,2010,9006-42-2,Polymarcine,Massachusetts,0.646420440561162
Multiple Sclerosis,2011,9006-42-2,Polymarcine,Massachusetts,0.321960374107802
Multiple Sclerosis,2012,9006-42-2,Polymarcine,Massachusetts,0.708233345639511
Multiple Sclerosis,2013,9006-42-2,Polymarcine,Massachusetts,0.217729612765608
Multiple Sclerosis,2014,9006-42-2,Polymarcine,Massachusetts,0.279375871687587
Multiple Sclerosis,2015,9006-42-2,Polymarcine,Massachusetts,0.175375851177291
Multiple Sclerosis,2016,9006-42-2,Polymarcine,Massachusetts,0
Multiple Sclerosis,2017,9006-42-2,Polymarcine,Massachusetts,0.904183587661006
Multiple Sclerosis,2018,9006-42-2,Polymarcine,Massachusetts,0.0367518869472475
Multiple Sclerosis,1995,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,1996,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,1997,110488-70-5,Dimethomorph,Mississippi,0.0757327459630726
Multiple Sclerosis,1998,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,1999,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2000,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2001,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2002,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2003,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2004,110488-70-5,Dimethomorph,Mississippi,0.000181138032721627
Multiple Sclerosis,2005,110488-70-5,Dimethomorph,Mississippi,0.000187531139758861
Multiple Sclerosis,2006,110488-70-5,Dimethomorph,Mississippi,0.000187531139758861
Multiple Sclerosis,2007,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2008,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2009,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2010,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2011,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2012,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2013,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2014,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2015,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2016,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2017,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2018,110488-70-5,Dimethomorph,Mississippi,0
Multiple Sclerosis,2003,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2004,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2005,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2006,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2007,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2008,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2009,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2010,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2011,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2012,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2013,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2014,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2015,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2016,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2017,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,2018,156052-68-5,Zoxamide,Mississippi,0
Multiple Sclerosis,1995,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,1996,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,1997,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,1998,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,1999,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2000,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2001,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2002,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2003,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2004,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2005,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2006,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2007,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2008,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2009,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2010,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2011,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2012,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2013,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2014,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2015,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2016,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2017,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,2018,68694-11-1,Triflumizole,Mississippi,0
Multiple Sclerosis,1992,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,1993,9006-42-2,Polymarcine,Mississippi,0.277032507244456
Multiple Sclerosis,1994,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,1995,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,1996,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,1997,9006-42-2,Polymarcine,Mississippi,0.00589018261697148
Multiple Sclerosis,1998,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,1999,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2000,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2001,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2002,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2003,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2004,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2005,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2006,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2007,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2008,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2009,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2010,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2011,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2012,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2013,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2014,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2015,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2016,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2017,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,2018,9006-42-2,Polymarcine,Mississippi,0
Multiple Sclerosis,1995,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,1996,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,1997,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,1998,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,1999,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,2000,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,2001,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,2002,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,2003,110488-70-5,Dimethomorph,New Hampshire,0.00138494873455894
Multiple Sclerosis,2004,110488-70-5,Dimethomorph,New Hampshire,0.00369691960595975
Multiple Sclerosis,2005,110488-70-5,Dimethomorph,New Hampshire,0.00091026872473027
Multiple Sclerosis,2006,110488-70-5,Dimethomorph,New Hampshire,0.00142962450018987
Multiple Sclerosis,2007,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,2008,110488-70-5,Dimethomorph,New Hampshire,0.00243482922688588
Multiple Sclerosis,2009,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,2010,110488-70-5,Dimethomorph,New Hampshire,0.00137377979315121
Multiple Sclerosis,2011,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,2012,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,2013,110488-70-5,Dimethomorph,New Hampshire,0.00108338731655014
Multiple Sclerosis,2014,110488-70-5,Dimethomorph,New Hampshire,0.00979516161458217
Multiple Sclerosis,2015,110488-70-5,Dimethomorph,New Hampshire,0.00827618558313043
Multiple Sclerosis,2016,110488-70-5,Dimethomorph,New Hampshire,0.00238456899055108
Multiple Sclerosis,2017,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,2018,110488-70-5,Dimethomorph,New Hampshire,0
Multiple Sclerosis,2003,156052-68-5,Zoxamide,New Hampshire,0.000156365179708267
Multiple Sclerosis,2004,156052-68-5,Zoxamide,New Hampshire,0.000290392476601068
Multiple Sclerosis,2005,156052-68-5,Zoxamide,New Hampshire,0.000122858355485067
Multiple Sclerosis,2006,156052-68-5,Zoxamide,New Hampshire,0.0001005204726696
Multiple Sclerosis,2007,156052-68-5,Zoxamide,New Hampshire,0
Multiple Sclerosis,2008,156052-68-5,Zoxamide,New Hampshire,0
Multiple Sclerosis,2009,156052-68-5,Zoxamide,New Hampshire,0.000206625416043067
Multiple Sclerosis,2010,156052-68-5,Zoxamide,New Hampshire,0
Multiple Sclerosis,2011,156052-68-5,Zoxamide,New Hampshire,0.00129559720329707
Multiple Sclerosis,2012,156052-68-5,Zoxamide,New Hampshire,0
Multiple Sclerosis,2013,156052-68-5,Zoxamide,New Hampshire,0
Multiple Sclerosis,2014,156052-68-5,Zoxamide,New Hampshire,0.000457926597717068
Multiple Sclerosis,2015,156052-68-5,Zoxamide,New Hampshire,0.000262470123081734
Multiple Sclerosis,2016,156052-68-5,Zoxamide,New Hampshire,0
Multiple Sclerosis,2017,156052-68-5,Zoxamide,New Hampshire,0.000223378828154668
Multiple Sclerosis,2018,156052-68-5,Zoxamide,New Hampshire,0.000524940246163469
Multiple Sclerosis,1995,68694-11-1,Triflumizole,New Hampshire,0
Multiple Sclerosis,1996,68694-11-1,Triflumizole,New Hampshire,0
Multiple Sclerosis,1997,68694-11-1,Triflumizole,New Hampshire,0
Multiple Sclerosis,1998,68694-11-1,Triflumizole,New Hampshire,0.0115710232984118
Multiple Sclerosis,1999,68694-11-1,Triflumizole,New Hampshire,0.000848839546987736
Multiple Sclerosis,2000,68694-11-1,Triflumizole,New Hampshire,0.0126655795563696
Multiple Sclerosis,2001,68694-11-1,Triflumizole,New Hampshire,0.00303795206290348
Multiple Sclerosis,2002,68694-11-1,Triflumizole,New Hampshire,0.0133915607478723
Multiple Sclerosis,2003,68694-11-1,Triflumizole,New Hampshire,0.0110349141108406
Multiple Sclerosis,2004,68694-11-1,Triflumizole,New Hampshire,0.00116156990640427
Multiple Sclerosis,2005,68694-11-1,Triflumizole,New Hampshire,0
Multiple Sclerosis,2006,68694-11-1,Triflumizole,New Hampshire,0.00614291777425336
Multiple Sclerosis,2007,68694-11-1,Triflumizole,New Hampshire,0.00684097661223669
Multiple Sclerosis,2008,68694-11-1,Triflumizole,New Hampshire,0
Multiple Sclerosis,2009,68694-11-1,Triflumizole,New Hampshire,0
Multiple Sclerosis,2010,68694-11-1,Triflumizole,New Hampshire,0.000994035785288271
Multiple Sclerosis,2011,68694-11-1,Triflumizole,New Hampshire,0
Multiple Sclerosis,2012,68694-11-1,Triflumizole,New Hampshire,0.0011392320235888
Multiple Sclerosis,2013,68694-11-1,Triflumizole,New Hampshire,0.00119507673062747
Multiple Sclerosis,2014,68694-11-1,Triflumizole,New Hampshire,0.000569616011794402
Multiple Sclerosis,2015,68694-11-1,Triflumizole,New Hampshire,0.000513771304755735
Multiple Sclerosis,2016,68694-11-1,Triflumizole,New Hampshire,0
Multiple Sclerosis,2017,68694-11-1,Triflumizole,New Hampshire,0
Multiple Sclerosis,2018,68694-11-1,Triflumizole,New Hampshire,0
Multiple Sclerosis,1992,9006-42-2,Polymarcine,New Hampshire,0.240422632742869
Multiple Sclerosis,1993,9006-42-2,Polymarcine,New Hampshire,0.227690039538053
Multiple Sclerosis,1994,9006-42-2,Polymarcine,New Hampshire,0.263140259566198
Multiple Sclerosis,1995,9006-42-2,Polymarcine,New Hampshire,0.385015748207385
Multiple Sclerosis,1996,9006-42-2,Polymarcine,New Hampshire,0.11974222083231
Multiple Sclerosis,1997,9006-42-2,Polymarcine,New Hampshire,0.202057319007305
Multiple Sclerosis,1998,9006-42-2,Polymarcine,New Hampshire,0.00868943641521657
Multiple Sclerosis,1999,9006-42-2,Polymarcine,New Hampshire,0.457122433935712
Multiple Sclerosis,2000,9006-42-2,Polymarcine,New Hampshire,0.064344271449952
Multiple Sclerosis,2001,9006-42-2,Polymarcine,New Hampshire,0.192630732459178
Multiple Sclerosis,2002,9006-42-2,Polymarcine,New Hampshire,0.278776777537025
Multiple Sclerosis,2003,9006-42-2,Polymarcine,New Hampshire,0.154633993790069
Multiple Sclerosis,2004,9006-42-2,Polymarcine,New Hampshire,0.144269216163692
Multiple Sclerosis,2005,9006-42-2,Polymarcine,New Hampshire,0.392292313534523
Multiple Sclerosis,2006,9006-42-2,Polymarcine,New Hampshire,0.0407219603725959
Multiple Sclerosis,2007,9006-42-2,Polymarcine,New Hampshire,0.368798445283356
Multiple Sclerosis,2008,9006-42-2,Polymarcine,New Hampshire,0.301533495655282
Multiple Sclerosis,2009,9006-42-2,Polymarcine,New Hampshire,0.186644179864632
Multiple Sclerosis,2010,9006-42-2,Polymarcine,New Hampshire,0.161156655572185
Multiple Sclerosis,2011,9006-42-2,Polymarcine,New Hampshire,0.0878102173475998
Multiple Sclerosis,2012,9006-42-2,Polymarcine,New Hampshire,0.235234659458976
Multiple Sclerosis,2013,9006-42-2,Polymarcine,New Hampshire,0.0446255053945987
Multiple Sclerosis,2014,9006-42-2,Polymarcine,New Hampshire,0.106685728326669
Multiple Sclerosis,2015,9006-42-2,Polymarcine,New Hampshire,0.118078048562557
Multiple Sclerosis,2016,9006-42-2,Polymarcine,New Hampshire,0
Multiple Sclerosis,2017,9006-42-2,Polymarcine,New Hampshire,0.0584470703866688
Multiple Sclerosis,2018,9006-42-2,Polymarcine,New Hampshire,0
Multiple Sclerosis,1995,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,1996,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,1997,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,1998,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,1999,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,2000,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,2001,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,2002,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,2003,110488-70-5,Dimethomorph,New York,0.00230456943491576
Multiple Sclerosis,2004,110488-70-5,Dimethomorph,New York,0.00301970746398262
Multiple Sclerosis,2005,110488-70-5,Dimethomorph,New York,0.00157563794238025
Multiple Sclerosis,2006,110488-70-5,Dimethomorph,New York,0.00145574091376815
Multiple Sclerosis,2007,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,2008,110488-70-5,Dimethomorph,New York,0.00624101170173779
Multiple Sclerosis,2009,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,2010,110488-70-5,Dimethomorph,New York,0.00261757495208894
Multiple Sclerosis,2011,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,2012,110488-70-5,Dimethomorph,New York,0
Multiple Sclerosis,2013,110488-70-5,Dimethomorph,New York,0.00434387995697288
Multiple Sclerosis,2014,110488-70-5,Dimethomorph,New York,0.0164556019180978
Multiple Sclerosis,2015,110488-70-5,Dimethomorph,New York,0.010895775104581
Multiple Sclerosis,2016,110488-70-5,Dimethomorph,New York,0.0138974449624892
Multiple Sclerosis,2017,110488-70-5,Dimethomorph,New York,0.0298405666609442
Multiple Sclerosis,2018,110488-70-5,Dimethomorph,New York,0.0601288903667937
Multiple Sclerosis,2003,156052-68-5,Zoxamide,New York,0.0113467152564406
Multiple Sclerosis,2004,156052-68-5,Zoxamide,New York,0.0208875478341398
Multiple Sclerosis,2005,156052-68-5,Zoxamide,New York,6.36621390860706e-05
Multiple Sclerosis,2006,156052-68-5,Zoxamide,New York,0.00221225933324095
Multiple Sclerosis,2007,156052-68-5,Zoxamide,New York,0
Multiple Sclerosis,2008,156052-68-5,Zoxamide,New York,0
Multiple Sclerosis,2009,156052-68-5,Zoxamide,New York,0.00815299794562277
Multiple Sclerosis,2010,156052-68-5,Zoxamide,New York,0.0235104279644859
Multiple Sclerosis,2011,156052-68-5,Zoxamide,New York,0.00718108928890876
Multiple Sclerosis,2012,156052-68-5,Zoxamide,New York,0.0152194953841766
Multiple Sclerosis,2013,156052-68-5,Zoxamide,New York,0.0175367972469096
Multiple Sclerosis,2014,156052-68-5,Zoxamide,New York,0.0128555079527805
Multiple Sclerosis,2015,156052-68-5,Zoxamide,New York,0.0101180359720795
Multiple Sclerosis,2016,156052-68-5,Zoxamide,New York,0.00891906568595849
Multiple Sclerosis,2017,156052-68-5,Zoxamide,New York,0.0108883478550209
Multiple Sclerosis,2018,156052-68-5,Zoxamide,New York,0.0241767583535867
Multiple Sclerosis,1995,68694-11-1,Triflumizole,New York,0
Multiple Sclerosis,1996,68694-11-1,Triflumizole,New York,0
Multiple Sclerosis,1997,68694-11-1,Triflumizole,New York,0
Multiple Sclerosis,1998,68694-11-1,Triflumizole,New York,0.0235295266062117
Multiple Sclerosis,1999,68694-11-1,Triflumizole,New York,0.154827383292975
Multiple Sclerosis,2000,68694-11-1,Triflumizole,New York,0.0320018962829163
Multiple Sclerosis,2001,68694-11-1,Triflumizole,New York,0.0377219394797997
Multiple Sclerosis,2002,68694-11-1,Triflumizole,New York,0.0544162744194703
Multiple Sclerosis,2003,68694-11-1,Triflumizole,New York,0.0355913798917192
Multiple Sclerosis,2004,68694-11-1,Triflumizole,New York,0.0274267105539306
Multiple Sclerosis,2005,68694-11-1,Triflumizole,New York,0.000263136841555758
Multiple Sclerosis,2006,68694-11-1,Triflumizole,New York,0.0169001758560489
Multiple Sclerosis,2007,68694-11-1,Triflumizole,New York,0.0471662178132183
Multiple Sclerosis,2008,68694-11-1,Triflumizole,New York,0.00240855092875634
Multiple Sclerosis,2009,68694-11-1,Triflumizole,New York,0.0502177563467439
Multiple Sclerosis,2010,68694-11-1,Triflumizole,New York,0.0166985790822763
Multiple Sclerosis,2011,68694-11-1,Triflumizole,New York,0.0231751406986326
Multiple Sclerosis,2012,68694-11-1,Triflumizole,New York,0.0359340944071325
Multiple Sclerosis,2013,68694-11-1,Triflumizole,New York,0.0276070866146745
Multiple Sclerosis,2014,68694-11-1,Triflumizole,New York,0.0102538485354631
Multiple Sclerosis,2015,68694-11-1,Triflumizole,New York,0.00208493505506881
Multiple Sclerosis,2016,68694-11-1,Triflumizole,New York,0
Multiple Sclerosis,2017,68694-11-1,Triflumizole,New York,0.00211146094635467
Multiple Sclerosis,2018,68694-11-1,Triflumizole,New York,0
Multiple Sclerosis,1992,9006-42-2,Polymarcine,New York,0.20465361748434
Multiple Sclerosis,1993,9006-42-2,Polymarcine,New York,0.40305773498173
Multiple Sclerosis,1994,9006-42-2,Polymarcine,New York,0.296538243862917
Multiple Sclerosis,1995,9006-42-2,Polymarcine,New York,0.200510273265488
Multiple Sclerosis,1996,9006-42-2,Polymarcine,New York,0.275229464875157
Multiple Sclerosis,1997,9006-42-2,Polymarcine,New York,1.65128447914927
Multiple Sclerosis,1998,9006-42-2,Polymarcine,New York,1.29089523185433
Multiple Sclerosis,1999,9006-42-2,Polymarcine,New York,2.29939794715066
Multiple Sclerosis,2000,9006-42-2,Polymarcine,New York,0.575656404400582
Multiple Sclerosis,2001,9006-42-2,Polymarcine,New York,1.39271115193033
Multiple Sclerosis,2002,9006-42-2,Polymarcine,New York,1.33146817412953
Multiple Sclerosis,2003,9006-42-2,Polymarcine,New York,1.2874373166663
Multiple Sclerosis,2004,9006-42-2,Polymarcine,New York,1.31569375709965
Multiple Sclerosis,2005,9006-42-2,Polymarcine,New York,3.04243060349374
Multiple Sclerosis,2006,9006-42-2,Polymarcine,New York,0.343615334681414
Multiple Sclerosis,2007,9006-42-2,Polymarcine,New York,1.35367565031406
Multiple Sclerosis,2008,9006-42-2,Polymarcine,New York,1.08778754331413
Multiple Sclerosis,2009,9006-42-2,Polymarcine,New York,0.517754627866149
Multiple Sclerosis,2010,9006-42-2,Polymarcine,New York,0.600499493143269
Multiple Sclerosis,2011,9006-42-2,Polymarcine,New York,0.404645044316276
Multiple Sclerosis,2012,9006-42-2,Polymarcine,New York,0.839667539333123
Multiple Sclerosis,2013,9006-42-2,Polymarcine,New York,0.510215969562707
Multiple Sclerosis,2014,9006-42-2,Polymarcine,New York,0.668528854970645
Multiple Sclerosis,2015,9006-42-2,Polymarcine,New York,0.727513948905192
Multiple Sclerosis,2016,9006-42-2,Polymarcine,New York,0
Multiple Sclerosis,2017,9006-42-2,Polymarcine,New York,0.809450305015919
Multiple Sclerosis,2018,9006-42-2,Polymarcine,New York,0.0316379610544742
Multiple Sclerosis,1995,110488-70-5,Dimethomorph,Oklahoma,0
Multiple Sclerosis,1996,110488-70-5,Dimethomorph,Oklahoma,0
Multiple Sclerosis,1997,110488-70-5,Dimethomorph,Oklahoma,0
Multiple Sclerosis,1998,110488-70-5,Dimethomorph,Oklahoma,0
Multiple Sclerosis,1999,110488-70-5,Dimethomorph,Oklahoma,0
Multiple Sclerosis,2000,110488-70-5,Dimethomorph,Oklahoma,0
