Disease,PathwayID,PathwayName,GeneID,GeneSymbol,SNPs,TotalSNPs,FoldHit
Alzheimer's Disease,hsa04726,Serotonergic synapse,351,APP,61,80,0.951979405216758
Alzheimer's Disease,hsa04726,Serotonergic synapse,836,CASP3,2,80,0.919572841524733
Alzheimer's Disease,hsa04726,Serotonergic synapse,5594,MAPK1,1,80,1.09148122593836
Alzheimer's Disease,hsa04726,Serotonergic synapse,6532,SLC6A4,5,80,0.863179994759649
Alzheimer's Disease,hsa04726,Serotonergic synapse,7166,TPH1,1,80,1.29578431857674
Alzheimer's Disease,hsa04726,Serotonergic synapse,1565,CYP2D6,2,80,0.832973320828893
Alzheimer's Disease,hsa04726,Serotonergic synapse,5743,PTGS2,2,80,0.924048124126446
Alzheimer's Disease,hsa04726,Serotonergic synapse,3362,HTR6,1,80,0.922164023171
Alzheimer's Disease,hsa04726,Serotonergic synapse,3356,HTR2A,3,80,0.161596772994576
Alzheimer's Disease,hsa04726,Serotonergic synapse,3358,HTR2C,1,80,1.00591628962992
Alzheimer's Disease,hsa04728,Dopaminergic synapse,6531,SLC6A3,1,15,0.818271946995884
Alzheimer's Disease,hsa04728,Dopaminergic synapse,207,AKT1,1,15,1.04011028406985
Alzheimer's Disease,hsa04728,Dopaminergic synapse,815,CAMK2A,6,15,0.671441174421641
Alzheimer's Disease,hsa04728,Dopaminergic synapse,2932,GSK3B,4,15,1.20344382010159
Alzheimer's Disease,hsa04728,Dopaminergic synapse,1312,COMT,2,15,1.16009286100097
Alzheimer's Disease,hsa04728,Dopaminergic synapse,9575,CLOCK,1,15,2.58358974358974
Alzheimer's Disease,hsa04730,Long-term depression,3479,IGF1,2,4,0.827324645984545
Alzheimer's Disease,hsa04730,Long-term depression,5594,MAPK1,1,4,1.09148122593836
Alzheimer's Disease,hsa04730,Long-term depression,1394,CRHR1,1,4,1.32786644216293
Alzheimer's Disease,hsa04750,Inflammatory mediator regulation of TRP channels,1573,CYP2J2,1,19,0.965789017036266
Alzheimer's Disease,hsa04750,Inflammatory mediator regulation of TRP channels,3479,IGF1,2,19,0.827324645984545
Alzheimer's Disease,hsa04750,Inflammatory mediator regulation of TRP channels,815,CAMK2A,6,19,0.671441174421641
Alzheimer's Disease,hsa04750,Inflammatory mediator regulation of TRP channels,5606,MAP2K3,1,19,0.902915300176557
Alzheimer's Disease,hsa04750,Inflammatory mediator regulation of TRP channels,5336,PLCG2,1,19,0.925541851528177
Alzheimer's Disease,hsa04750,Inflammatory mediator regulation of TRP channels,4914,NTRK1,2,19,1.02593678762378
Alzheimer's Disease,hsa04750,Inflammatory mediator regulation of TRP channels,3356,HTR2A,3,19,0.161596772994576
Alzheimer's Disease,hsa04750,Inflammatory mediator regulation of TRP channels,3358,HTR2C,1,19,1.00591628962992
Alzheimer's Disease,hsa04750,Inflammatory mediator regulation of TRP channels,3556,IL1RAP,1,19,1.31953553635758
Alzheimer's Disease,hsa04750,Inflammatory mediator regulation of TRP channels,4803,NGF,1,19,1.28223139368848
Alzheimer's Disease,hsa04810,Regulation of actin cytoskeleton,207,AKT1,1,8,1.04011028406985
Alzheimer's Disease,hsa04810,Regulation of actin cytoskeleton,1956,EGFR,2,8,1.03587577510901
Alzheimer's Disease,hsa04810,Regulation of actin cytoskeleton,5594,MAPK1,1,8,1.09148122593836
Alzheimer's Disease,hsa04810,Regulation of actin cytoskeleton,1128,CHRM1,1,8,1.36305685008141
Alzheimer's Disease,hsa04810,Regulation of actin cytoskeleton,2255,FGF10,1,8,1
Alzheimer's Disease,hsa04810,Regulation of actin cytoskeleton,2246,FGF1,1,8,1.1750825112488
Alzheimer's Disease,hsa04810,Regulation of actin cytoskeleton,2147,F2,1,8,1.31953553635758
Alzheimer's Disease,hsa04910,Insulin signaling pathway,207,AKT1,1,12,1.04011028406985
Alzheimer's Disease,hsa04910,Insulin signaling pathway,5594,MAPK1,1,12,1.09148122593836
Alzheimer's Disease,hsa04910,Insulin signaling pathway,5105,PCK1,1,12,1.31286526428782
Alzheimer's Disease,hsa04910,Insulin signaling pathway,2932,GSK3B,4,12,1.20344382010159
Alzheimer's Disease,hsa04910,Insulin signaling pathway,6199,RPS6KB2,1,12,1.07299306781601
Alzheimer's Disease,hsa04910,Insulin signaling pathway,79660,PPP1R3B,4,12,1.27111624902754
Alzheimer's Disease,hsa04911,Insulin secretion,815,CAMK2A,6,10,0.671441174421641
Alzheimer's Disease,hsa04911,Insulin secretion,6616,SNAP25,2,10,1.09119444971886
Alzheimer's Disease,hsa04911,Insulin secretion,6804,STX1A,1,10,1.33136330302609
Alzheimer's Disease,hsa04911,Insulin secretion,10242,KCNMB2,1,10,1.35662191333143
Alzheimer's Disease,hsa04912,GnRH signaling pathway,815,CAMK2A,6,13,0.671441174421641
Alzheimer's Disease,hsa04912,GnRH signaling pathway,1956,EGFR,2,13,1.03587577510901
Alzheimer's Disease,hsa04912,GnRH signaling pathway,5606,MAP2K3,1,13,0.902915300176557
Alzheimer's Disease,hsa04912,GnRH signaling pathway,5594,MAPK1,1,13,1.09148122593836
Alzheimer's Disease,hsa04912,GnRH signaling pathway,2185,PTK2B,2,13,0.914537262705425
Alzheimer's Disease,hsa04912,GnRH signaling pathway,5598,MAPK7,1,13,1.58418301171765
Alzheimer's Disease,hsa04913,Ovarian steroidogenesis,1573,CYP2J2,1,27,0.965789017036266
Alzheimer's Disease,hsa04913,Ovarian steroidogenesis,3479,IGF1,2,27,0.827324645984545
Alzheimer's Disease,hsa04913,Ovarian steroidogenesis,1588,CYP19A1,10,27,0.939938647676117
Alzheimer's Disease,hsa04913,Ovarian steroidogenesis,5743,PTGS2,2,27,0.924048124126446
Alzheimer's Disease,hsa04913,Ovarian steroidogenesis,3949,LDLR,7,27,0.974524558976978
Alzheimer's Disease,hsa04913,Ovarian steroidogenesis,1586,CYP17A1,2,27,0.784700449670383
Alzheimer's Disease,hsa04913,Ovarian steroidogenesis,1583,CYP11A1,2,27,1.02907648570868
Alzheimer's Disease,hsa04913,Ovarian steroidogenesis,949,SCARB1,1,27,1.31309616119143
Alzheimer's Disease,hsa04914,Progesterone-mediated oocyte maturation,3479,IGF1,2,7,0.827324645984545
Alzheimer's Disease,hsa04914,Progesterone-mediated oocyte maturation,207,AKT1,1,7,1.04011028406985
Alzheimer's Disease,hsa04914,Progesterone-mediated oocyte maturation,5594,MAPK1,1,7,1.09148122593836
Alzheimer's Disease,hsa04914,Progesterone-mediated oocyte maturation,983,CDK1,3,7,1.15040880124906
Alzheimer's Disease,hsa04915,Estrogen signaling pathway,2099,ESR1,5,26,0.813465064636042
Alzheimer's Disease,hsa04915,Estrogen signaling pathway,2100,ESR2,8,26,0.87142728245023
Alzheimer's Disease,hsa04915,Estrogen signaling pathway,207,AKT1,1,26,1.04011028406985
Alzheimer's Disease,hsa04915,Estrogen signaling pathway,596,BCL2,1,26,0.883676272730323
Alzheimer's Disease,hsa04915,Estrogen signaling pathway,1509,CTSD,3,26,1.23778854827064
Alzheimer's Disease,hsa04915,Estrogen signaling pathway,1956,EGFR,2,26,1.03587577510901
Alzheimer's Disease,hsa04915,Estrogen signaling pathway,5594,MAPK1,1,26,1.09148122593836
Alzheimer's Disease,hsa04915,Estrogen signaling pathway,4318,MMP9,3,26,0.93108425321372
Alzheimer's Disease,hsa04915,Estrogen signaling pathway,4846,NOS3,1,26,1.03699892205805
Alzheimer's Disease,hsa04915,Estrogen signaling pathway,2289,FKBP5,1,26,1.31953553635758
Alzheimer's Disease,hsa04916,Melanogenesis,815,CAMK2A,6,13,0.671441174421641
Alzheimer's Disease,hsa04916,Melanogenesis,5594,MAPK1,1,13,1.09148122593836
Alzheimer's Disease,hsa04916,Melanogenesis,6934,TCF7L2,1,13,0.767749857836124
Alzheimer's Disease,hsa04916,Melanogenesis,2932,GSK3B,4,13,1.20344382010159
Alzheimer's Disease,hsa04916,Melanogenesis,4157,MC1R,1,13,1.03570845508017
Alzheimer's Disease,hsa04917,Prolactin signaling pathway,2099,ESR1,5,21,0.813465064636042
Alzheimer's Disease,hsa04917,Prolactin signaling pathway,2100,ESR2,8,21,0.87142728245023
Alzheimer's Disease,hsa04917,Prolactin signaling pathway,207,AKT1,1,21,1.04011028406985
Alzheimer's Disease,hsa04917,Prolactin signaling pathway,5594,MAPK1,1,21,1.09148122593836
Alzheimer's Disease,hsa04917,Prolactin signaling pathway,2932,GSK3B,4,21,1.20344382010159
Alzheimer's Disease,hsa04917,Prolactin signaling pathway,1586,CYP17A1,2,21,0.784700449670383
Alzheimer's Disease,hsa04919,Thyroid hormone signaling pathway,2099,ESR1,5,26,0.813465064636042
Alzheimer's Disease,hsa04919,Thyroid hormone signaling pathway,7157,TP53,6,26,0.840800205218896
Alzheimer's Disease,hsa04919,Thyroid hormone signaling pathway,207,AKT1,1,26,1.04011028406985
Alzheimer's Disease,hsa04919,Thyroid hormone signaling pathway,5594,MAPK1,1,26,1.09148122593836
Alzheimer's Disease,hsa04919,Thyroid hormone signaling pathway,7067,THRA,1,26,0.858589480032589
Alzheimer's Disease,hsa04919,Thyroid hormone signaling pathway,6256,RXRA,3,26,0.817431777697954
Alzheimer's Disease,hsa04919,Thyroid hormone signaling pathway,1734,DIO2,2,26,1.05693884486151
Alzheimer's Disease,hsa04919,Thyroid hormone signaling pathway,2932,GSK3B,4,26,1.20344382010159
Alzheimer's Disease,hsa04919,Thyroid hormone signaling pathway,5336,PLCG2,1,26,0.925541851528177
Alzheimer's Disease,hsa04919,Thyroid hormone signaling pathway,4854,NOTCH3,1,26,0.914537262705425
Alzheimer's Disease,hsa04919,Thyroid hormone signaling pathway,4855,NOTCH4,1,26,0.868880166766249
Alzheimer's Disease,hsa04920,Adipocytokine signaling pathway,5465,PPARA,1,14,0.834573703373223
Alzheimer's Disease,hsa04920,Adipocytokine signaling pathway,207,AKT1,1,14,1.04011028406985
Alzheimer's Disease,hsa04920,Adipocytokine signaling pathway,3953,LEPR,1,14,1
Alzheimer's Disease,hsa04920,Adipocytokine signaling pathway,7124,TNF,2,14,0.838791549340021
Alzheimer's Disease,hsa04920,Adipocytokine signaling pathway,6256,RXRA,3,14,0.817431777697954
Alzheimer's Disease,hsa04920,Adipocytokine signaling pathway,5105,PCK1,1,14,1.31286526428782
Alzheimer's Disease,hsa04920,Adipocytokine signaling pathway,948,CD36,3,14,1.00758517078525
Alzheimer's Disease,hsa04920,Adipocytokine signaling pathway,7186,TRAF2,1,14,1.11389311953514
Alzheimer's Disease,hsa04920,Adipocytokine signaling pathway,23305,ACSL6,1,14,1.12322190549333
Alzheimer's Disease,hsa04921,Oxytocin signaling pathway,815,CAMK2A,6,14,0.671441174421641
Alzheimer's Disease,hsa04921,Oxytocin signaling pathway,1956,EGFR,2,14,1.03587577510901
Alzheimer's Disease,hsa04921,Oxytocin signaling pathway,5594,MAPK1,1,14,1.09148122593836
Alzheimer's Disease,hsa04921,Oxytocin signaling pathway,4846,NOS3,1,14,1.03699892205805
Alzheimer's Disease,hsa04921,Oxytocin signaling pathway,5743,PTGS2,2,14,0.924048124126446
Alzheimer's Disease,hsa04921,Oxytocin signaling pathway,5534,PPP3R1,1,14,1.1641689313793
Alzheimer's Disease,hsa04921,Oxytocin signaling pathway,5598,MAPK7,1,14,1.58418301171765
Alzheimer's Disease,hsa04922,Glucagon signaling pathway,5465,PPARA,1,10,0.834573703373223
Alzheimer's Disease,hsa04922,Glucagon signaling pathway,207,AKT1,1,10,1.04011028406985
Alzheimer's Disease,hsa04922,Glucagon signaling pathway,815,CAMK2A,6,10,0.671441174421641
Alzheimer's Disease,hsa04922,Glucagon signaling pathway,5105,PCK1,1,10,1.31286526428782
Alzheimer's Disease,hsa04922,Glucagon signaling pathway,5534,PPP3R1,1,10,1.1641689313793
Alzheimer's Disease,hsa04923,Regulation of lipolysis in adipocytes,207,AKT1,1,3,1.04011028406985
Alzheimer's Disease,hsa04923,Regulation of lipolysis in adipocytes,5743,PTGS2,2,3,0.924048124126446
Alzheimer's Disease,hsa04924,Renin secretion,1636,ACE,8,9,1.17209590066037
Alzheimer's Disease,hsa04924,Renin secretion,5534,PPP3R1,1,9,1.1641689313793
Alzheimer's Disease,hsa04925,Aldosterone synthesis and secretion,815,CAMK2A,6,17,0.671441174421641
Alzheimer's Disease,hsa04925,Aldosterone synthesis and secretion,3949,LDLR,7,17,0.974524558976978
Alzheimer's Disease,hsa04925,Aldosterone synthesis and secretion,1583,CYP11A1,2,17,1.02907648570868
Alzheimer's Disease,hsa04925,Aldosterone synthesis and secretion,8913,CACNA1G,1,17,1.1750825112488
Alzheimer's Disease,hsa04925,Aldosterone synthesis and secretion,949,SCARB1,1,17,1.31309616119143
Alzheimer's Disease,hsa04926,Relaxin signaling pathway,207,AKT1,1,12,1.04011028406985
Alzheimer's Disease,hsa04926,Relaxin signaling pathway,1956,EGFR,2,12,1.03587577510901
Alzheimer's Disease,hsa04926,Relaxin signaling pathway,5594,MAPK1,1,12,1.09148122593836
Alzheimer's Disease,hsa04926,Relaxin signaling pathway,7422,VEGFA,3,12,1.03826194889513
Alzheimer's Disease,hsa04926,Relaxin signaling pathway,4318,MMP9,3,12,0.93108425321372
Alzheimer's Disease,hsa04926,Relaxin signaling pathway,4846,NOS3,1,12,1.03699892205805
Alzheimer's Disease,hsa04926,Relaxin signaling pathway,1286,COL4A4,1,12,1.28223139368848
Alzheimer's Disease,hsa04927,Cortisol synthesis and secretion,3949,LDLR,7,13,0.974524558976978
Alzheimer's Disease,hsa04927,Cortisol synthesis and secretion,1586,CYP17A1,2,13,0.784700449670383
Alzheimer's Disease,hsa04927,Cortisol synthesis and secretion,1583,CYP11A1,2,13,1.02907648570868
Alzheimer's Disease,hsa04927,Cortisol synthesis and secretion,8913,CACNA1G,1,13,1.1750825112488
Alzheimer's Disease,hsa04927,Cortisol synthesis and secretion,949,SCARB1,1,13,1.31309616119143
Alzheimer's Disease,hsa04928,"Parathyroid hormone synthesis, secretion and action",7421,VDR,6,13,0.83706116727736
Alzheimer's Disease,hsa04928,"Parathyroid hormone synthesis, secretion and action",596,BCL2,1,13,0.883676272730323
Alzheimer's Disease,hsa04928,"Parathyroid hormone synthesis, secretion and action",1956,EGFR,2,13,1.03587577510901
Alzheimer's Disease,hsa04928,"Parathyroid hormone synthesis, secretion and action",5594,MAPK1,1,13,1.09148122593836
Alzheimer's Disease,hsa04928,"Parathyroid hormone synthesis, secretion and action",6256,RXRA,3,13,0.817431777697954
Alzheimer's Disease,hsa04929,GnRH secretion,2100,ESR2,8,11,0.87142728245023
Alzheimer's Disease,hsa04929,GnRH secretion,207,AKT1,1,11,1.04011028406985
Alzheimer's Disease,hsa04929,GnRH secretion,5594,MAPK1,1,11,1.09148122593836
Alzheimer's Disease,hsa04929,GnRH secretion,8913,CACNA1G,1,11,1.1750825112488
Alzheimer's Disease,hsa04930,Type II diabetes mellitus,5594,MAPK1,1,4,1.09148122593836
Alzheimer's Disease,hsa04930,Type II diabetes mellitus,7124,TNF,2,4,0.838791549340021
Alzheimer's Disease,hsa04930,Type II diabetes mellitus,8913,CACNA1G,1,4,1.1750825112488
Alzheimer's Disease,hsa04931,Insulin resistance,5465,PPARA,1,20,0.834573703373223
Alzheimer's Disease,hsa04931,Insulin resistance,207,AKT1,1,20,1.04011028406985
Alzheimer's Disease,hsa04931,Insulin resistance,3569,IL6,1,20,0.898027504815206
Alzheimer's Disease,hsa04931,Insulin resistance,7124,TNF,2,20,0.838791549340021
Alzheimer's Disease,hsa04931,Insulin resistance,10062,NR1H3,1,20,0.807030270097164
Alzheimer's Disease,hsa04931,Insulin resistance,4846,NOS3,1,20,1.03699892205805
Alzheimer's Disease,hsa04931,Insulin resistance,5105,PCK1,1,20,1.31286526428782
Alzheimer's Disease,hsa04931,Insulin resistance,2932,GSK3B,4,20,1.20344382010159
Alzheimer's Disease,hsa04931,Insulin resistance,948,CD36,3,20,1.00758517078525
Alzheimer's Disease,hsa04931,Insulin resistance,6199,RPS6KB2,1,20,1.07299306781601
Alzheimer's Disease,hsa04931,Insulin resistance,79660,PPP1R3B,4,20,1.27111624902754
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,5465,PPARA,1,31,0.834573703373223
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,5468,PPARG,6,31,0.805721817451452
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,207,AKT1,1,31,1.04011028406985
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,836,CASP3,2,31,0.919572841524733
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,54205,CYCS,1,31,1.04833321084397
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,355,FAS,1,31,0.949877119483524
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,3569,IL6,1,31,0.898027504815206
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,3570,IL6R,1,31,0.923748470799771
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,3953,LEPR,1,31,1
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,7124,TNF,2,31,0.838791549340021
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,10062,NR1H3,1,31,0.807030270097164
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,6256,RXRA,3,31,0.817431777697954
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,3552,IL1A,1,31,0.975723356331497
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,2932,GSK3B,4,31,1.20344382010159
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,9451,EIF2AK3,1,31,1.16965541490773
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,55967,NDUFA12,3,31,0.801191704198397
Alzheimer's Disease,hsa04932,Non-alcoholic fatty liver disease,7186,TRAF2,1,31,1.11389311953514
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,207,AKT1,1,20,1.04011028406985
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,596,BCL2,1,20,0.883676272730323
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,836,CASP3,2,20,0.919572841524733
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,3569,IL6,1,20,0.898027504815206
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,5594,MAPK1,1,20,1.09148122593836
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,7124,TNF,2,20,0.838791549340021
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,7422,VEGFA,3,20,1.03826194889513
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,3383,ICAM1,1,20,1.00331084731094
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,5054,SERPINE1,2,20,0.953061018971895
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,3552,IL1A,1,20,0.975723356331497
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,4846,NOS3,1,20,1.03699892205805
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,7042,TGFB2,1,20,1.12646488406409
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,5336,PLCG2,1,20,0.925541851528177
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,1286,COL4A4,1,20,1.28223139368848
Alzheimer's Disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,177,AGER,1,20,1.35662191333143
Alzheimer's Disease,hsa04934,Cushing syndrome,815,CAMK2A,6,28,0.671441174421641
Alzheimer's Disease,hsa04934,Cushing syndrome,1956,EGFR,2,28,1.03587577510901
Alzheimer's Disease,hsa04934,Cushing syndrome,5594,MAPK1,1,28,1.09148122593836
Alzheimer's Disease,hsa04934,Cushing syndrome,6934,TCF7L2,1,28,0.767749857836124
Alzheimer's Disease,hsa04934,Cushing syndrome,2932,GSK3B,4,28,1.20344382010159
Alzheimer's Disease,hsa04934,Cushing syndrome,3949,LDLR,7,28,0.974524558976978
Alzheimer's Disease,hsa04934,Cushing syndrome,1586,CYP17A1,2,28,0.784700449670383
Alzheimer's Disease,hsa04934,Cushing syndrome,1583,CYP11A1,2,28,1.02907648570868
Alzheimer's Disease,hsa04934,Cushing syndrome,8913,CACNA1G,1,28,1.1750825112488
Alzheimer's Disease,hsa04934,Cushing syndrome,1394,CRHR1,1,28,1.32786644216293
Alzheimer's Disease,hsa04934,Cushing syndrome,949,SCARB1,1,28,1.31309616119143
Alzheimer's Disease,hsa04935,"Growth hormone synthesis, secretion and action",3479,IGF1,2,11,0.827324645984545
Alzheimer's Disease,hsa04935,"Growth hormone synthesis, secretion and action",207,AKT1,1,11,1.04011028406985
Alzheimer's Disease,hsa04935,"Growth hormone synthesis, secretion and action",5606,MAP2K3,1,11,0.902915300176557
Alzheimer's Disease,hsa04935,"Growth hormone synthesis, secretion and action",5594,MAPK1,1,11,1.09148122593836
Alzheimer's Disease,hsa04935,"Growth hormone synthesis, secretion and action",2932,GSK3B,4,11,1.20344382010159
Alzheimer's Disease,hsa04935,"Growth hormone synthesis, secretion and action",6750,SST,1,11,0.978076728075002
Alzheimer's Disease,hsa04935,"Growth hormone synthesis, secretion and action",5336,PLCG2,1,11,0.925541851528177
Alzheimer's Disease,hsa04936,Alcoholic liver disease,5465,PPARA,1,19,0.834573703373223
Alzheimer's Disease,hsa04936,Alcoholic liver disease,207,AKT1,1,19,1.04011028406985
Alzheimer's Disease,hsa04936,Alcoholic liver disease,717,C2,1,19,1
Alzheimer's Disease,hsa04936,Alcoholic liver disease,836,CASP3,2,19,0.919572841524733
Alzheimer's Disease,hsa04936,Alcoholic liver disease,355,FAS,1,19,0.949877119483524
Alzheimer's Disease,hsa04936,Alcoholic liver disease,3569,IL6,1,19,0.898027504815206
Alzheimer's Disease,hsa04936,Alcoholic liver disease,5606,MAP2K3,1,19,0.902915300176557
Alzheimer's Disease,hsa04936,Alcoholic liver disease,29110,TBK1,1,19,1.140624887835
Alzheimer's Disease,hsa04936,Alcoholic liver disease,7124,TNF,2,19,0.838791549340021
Alzheimer's Disease,hsa04936,Alcoholic liver disease,6934,TCF7L2,1,19,0.767749857836124
Alzheimer's Disease,hsa04936,Alcoholic liver disease,125,ADH1B,1,19,0.991665650233767
Alzheimer's Disease,hsa04936,Alcoholic liver disease,2932,GSK3B,4,19,1.20344382010159
Alzheimer's Disease,hsa04936,Alcoholic liver disease,217,ALDH2,1,19,0.970177844051961
Alzheimer's Disease,hsa04936,Alcoholic liver disease,7099,TLR4,1,19,1.08873520959667
Alzheimer's Disease,hsa04940,Type I diabetes mellitus,355,FAS,1,4,0.949877119483524
Alzheimer's Disease,hsa04940,Type I diabetes mellitus,7124,TNF,2,4,0.838791549340021
Alzheimer's Disease,hsa04940,Type I diabetes mellitus,3552,IL1A,1,4,0.975723356331497
Alzheimer's Disease,hsa04960,Aldosterone-regulated sodium reabsorption,3479,IGF1,2,5,0.827324645984545
Alzheimer's Disease,hsa04960,Aldosterone-regulated sodium reabsorption,5594,MAPK1,1,5,1.09148122593836
Alzheimer's Disease,hsa04960,Aldosterone-regulated sodium reabsorption,6446,SGK1,1,5,1.14318303587555
Alzheimer's Disease,hsa04960,Aldosterone-regulated sodium reabsorption,4306,NR3C2,1,5,0.78048690138061
Alzheimer's Disease,hsa04971,Gastric acid secretion,815,CAMK2A,6,7,0.671441174421641
Alzheimer's Disease,hsa04971,Gastric acid secretion,6750,SST,1,7,0.978076728075002
Alzheimer's Disease,hsa04979,Cholesterol metabolism,706,TSPO,1,72,0.788054416343176
Alzheimer's Disease,hsa04979,Cholesterol metabolism,8647,ABCB11,1,72,0.810542489902883
Alzheimer's Disease,hsa04979,Cholesterol metabolism,4023,LPL,4,72,0.831248959013691
Alzheimer's Disease,hsa04979,Cholesterol metabolism,948,CD36,3,72,1.00758517078525
Alzheimer's Disease,hsa04979,Cholesterol metabolism,19,ABCA1,13,72,1.00301287122955
Alzheimer's Disease,hsa04979,Cholesterol metabolism,3949,LDLR,7,72,0.974524558976978
Alzheimer's Disease,hsa04979,Cholesterol metabolism,4035,LRP1,2,72,1.17347811423212
Alzheimer's Disease,hsa04979,Cholesterol metabolism,348,APOE,25,72,0.907527496987097
Alzheimer's Disease,hsa04979,Cholesterol metabolism,341,APOC1,8,72,1.14999630035644
Alzheimer's Disease,hsa04979,Cholesterol metabolism,949,SCARB1,1,72,1.31309616119143
Alzheimer's Disease,hsa04979,Cholesterol metabolism,338,APOB,1,72,1.44116542557945
Alzheimer's Disease,hsa04979,Cholesterol metabolism,344,APOC2,1,72,1.31953553635758
Alzheimer's Disease,hsa04979,Cholesterol metabolism,3988,LIPA,2,72,1.05429055281819
Alzheimer's Disease,hsa04979,Cholesterol metabolism,4036,LRP2,1,72,2.58358974358974
Alzheimer's Disease,hsa04979,Cholesterol metabolism,9388,LIPG,1,72,1.34008478455957
Alzheimer's Disease,hsa04979,Cholesterol metabolism,6646,SOAT1,1,72,1.34008478455957
Alzheimer's Disease,hsa05010,Alzheimer disease,6868,ADAM17,1,250,1.08337316258491
Alzheimer's Disease,hsa05010,Alzheimer disease,207,AKT1,1,250,1.04011028406985
Alzheimer's Disease,hsa05010,Alzheimer disease,351,APP,61,250,0.951979405216758
Alzheimer's Disease,hsa05010,Alzheimer disease,836,CASP3,2,250,0.919572841524733
Alzheimer's Disease,hsa05010,Alzheimer disease,54205,CYCS,1,250,1.04833321084397
Alzheimer's Disease,hsa05010,Alzheimer disease,355,FAS,1,250,0.949877119483524
Alzheimer's Disease,hsa05010,Alzheimer disease,3569,IL6,1,250,0.898027504815206
Alzheimer's Disease,hsa05010,Alzheimer disease,5594,MAPK1,1,250,1.09148122593836
Alzheimer's Disease,hsa05010,Alzheimer disease,23385,NCSTN,1,250,1.1641689313793
Alzheimer's Disease,hsa05010,Alzheimer disease,5664,PSEN2,12,250,1
Alzheimer's Disease,hsa05010,Alzheimer disease,6622,SNCA,5,250,0.991577321560226
Alzheimer's Disease,hsa05010,Alzheimer disease,7124,TNF,2,250,0.838791549340021
Alzheimer's Disease,hsa05010,Alzheimer disease,4023,LPL,4,250,0.831248959013691
Alzheimer's Disease,hsa05010,Alzheimer disease,3552,IL1A,1,250,0.975723356331497
Alzheimer's Disease,hsa05010,Alzheimer disease,2932,GSK3B,4,250,1.20344382010159
Alzheimer's Disease,hsa05010,Alzheimer disease,5743,PTGS2,2,250,0.924048124126446
Alzheimer's Disease,hsa05010,Alzheimer disease,1128,CHRM1,1,250,1.36305685008141
Alzheimer's Disease,hsa05010,Alzheimer disease,23621,BACE1,4,250,1.00612667575855
Alzheimer's Disease,hsa05010,Alzheimer disease,25825,BACE2,1,250,0.81711706215009
Alzheimer's Disease,hsa05010,Alzheimer disease,1020,CDK5,1,250,1.16130448186071
Alzheimer's Disease,hsa05010,Alzheimer disease,8851,CDK5R1,1,250,0.966157096799334
Alzheimer's Disease,hsa05010,Alzheimer disease,4035,LRP1,2,250,1.17347811423212
Alzheimer's Disease,hsa05010,Alzheimer disease,4891,SLC11A2,1,250,1.13718585027252
Alzheimer's Disease,hsa05010,Alzheimer disease,9451,EIF2AK3,1,250,1.16965541490773
Alzheimer's Disease,hsa05010,Alzheimer disease,3416,IDE,9,250,1.09090937108614
Alzheimer's Disease,hsa05010,Alzheimer disease,55967,NDUFA12,3,250,0.801191704198397
Alzheimer's Disease,hsa05010,Alzheimer disease,5534,PPP3R1,1,250,1.1641689313793
Alzheimer's Disease,hsa05010,Alzheimer disease,5663,PSEN1,62,250,1.1105703679269
